state,station_name,nsn,item_name,quantity,ui,acquisition_value,demil_code,demil_ic,ship_date,station_type,org_ship_date,file_date,book_name,sheet_name
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,D,1,2012-03-20,,2012-03-20 00:00:00,2018-06-30,all-states,Texas
